Date,Portfolio_value,Portfolio_value_without_options,Portfolio_cash,Neto_coverage_ratio
1986-08-01,34638244.22886907111465156078338623046875,35344112.33176482,49511312.031764827668666839599609375,0.848872920087444264960563864
1986-08-02,34638244.22886907111465156078338623046875,35344112.33176482,49511312.031764827668666839599609375,0.848872920087444264960563864
1986-08-03,34638244.22886907111465156078338623046875,35344112.33176482,49511312.031764827668666839599609375,0.848872920087444264960563864
1986-08-04,34674444.01886908111465156078338623046875,35416711.79176483,49511312.031764827668666839599609375,0.84887090155883153001586912
1986-08-05,34642043.98886908111465156078338623046875,35351911.73176483,49511312.031764827668666839599609375,0.84887090155883153001586912
1986-08-06,34620044.14886908111465156078338623046875,35289512.09176483,49511312.031764827668666839599609375,0.849056717276946499731890496
1986-08-07,34623844.20886907111465156078338623046875,35300912.27176483,49511312.031764827668666839599609375,0.849018341602337388274648800
1986-08-08,34619844.26886908111465156078338623046875,35288912.45176483,49511312.031764827668666839599609375,0.849058735805559385158975853
1986-08-09,34619844.26886908111465156078338623046875,35288912.45176483,49511312.031764827668666839599609375,0.849058735805559385158975853
1986-08-10,34619844.26886908111465156078338623046875,35288912.45176483,49511312.031764827668666839599609375,0.849058735805559385158975853
1986-08-11,34623044.02886908111465156078338623046875,35298511.73176483,49511312.031764827668666839599609375,0.849026422381932703618088151
1986-08-12,34572944.23886907111465156078338623046875,35070512.45176483,49511312.031764827668666839599609375,0.850317033504477749478327411
1986-08-13,34426055.7634088866734349727630615234375,34891305.74964964,54358505.429649643599987030029296875,0.8198773148266245842291605
1986-08-14,34356155.7034088866734349727630615234375,34704905.58964964,54358505.429649643599987030029296875,0.82030595096766327656338712
1986-08-15,34338755.6434088866734349727630615234375,34658505.42964964,54358505.429649643599987030029296875,0.820412650369241004250991112
1986-08-16,34338755.6434088866734349727630615234375,34658505.42964964,54358505.429649643599987030029296875,0.820412650369241004250991112
1986-08-17,34338755.6434088866734349727630615234375,34658505.42964964,54358505.429649643599987030029296875,0.820412650369241004250991112
1986-08-18,34306555.9334088866734349727630615234375,34586505.90964964,54358505.429649643599987030029296875,0.820482557552486181320927
1986-08-19,36770644.9719611766734349727630615234375,37154094.54820192,56944494.948201917111873626708984375,0.82665576507476441887599295
1986-08-20,36812145.2119611666734349727630615234375,37222095.02820192,56944494.948201917111873626708984375,0.82678747227502709888529270
1986-08-21,36642744.9119611666734349727630615234375,36962894.62820192,56944494.948201917111873626708984375,0.826088544309537113965672303
1986-08-22,36648745.2719611566734349727630615234375,36970895.10820192,56944494.948201917111873626708984375,0.826123668336922449908215168
1986-08-23,36648745.2719611566734349727630615234375,36970895.10820192,56944494.948201917111873626708984375,0.826123668336922449908215168
1986-08-24,36648745.2719611566734349727630615234375,36970895.10820192,56944494.948201917111873626708984375,0.826123668336922449908215168
1986-08-25,36617545.0319611566734349727630615234375,36929294.78820191,56944494.948201917111873626708984375,0.825941032947681428894842965
1986-08-26,36749145.3219611666734349727630615234375,37119695.10820192,56944494.948201917111873626708984375,0.826580254175881023355915111
1986-08-27,38985034.7779008932957531511783599853515625,39144806.23210664,54315205.992106638848781585693359375,0.86306413196553306005760803
1986-08-28,38962034.4279008932957531511783599853515625,39117205.81210664,54315205.992106638848781585693359375,0.862894747723460404446914858
1986-08-29,38985034.7779008932957531511783599853515625,39144806.23210664,54315205.992106638848781585693359375,0.86306413196553306005760803
1986-08-30,38985034.7779008932957531511783599853515625,39144806.23210664,54315205.992106638848781585693359375,0.86306413196553306005760803
1986-08-31,38985034.7779008932957531511783599853515625,39144806.23210664,54315205.992106638848781585693359375,0.86306413196553306005760803
1986-09-01,38985034.7779008932957531511783599853515625,39144806.23210664,54315205.992106638848781585693359375,0.86306413196553306005760803
1986-09-02,38980534.9279008932957531511783599853515625,39139406.41210664,54315205.992106638848781585693359375,0.86303099317931066789321165
1986-09-03,39155134.5579008932957531511783599853515625,39404005.752106640,54315205.992106638848781585693359375,0.863809779878677105696053389
1986-09-04,39096834.5279008932957531511783599853515625,39310405.87210664,54315205.992106638848781585693359375,0.863598051141025354404323715
1986-09-05,38935534.4779008932957531511783599853515625,39085405.87210664,54315205.992106638848781585693359375,0.862699590956466929080769363
1986-09-06,38935534.4779008932957531511783599853515625,39085405.87210664,54315205.992106638848781585693359375,0.862699590956466929080769363
1986-09-07,38935534.4779008932957531511783599853515625,39085405.87210664,54315205.992106638848781585693359375,0.862699590956466929080769363
1986-09-08,39081234.5679008832957531511783599853515625,39287005.93210663,54315205.992106638848781585693359375,0.86352624822821731216869139
1986-09-09,39166534.7079008942957531511783599853515625,39426806.052106641,54315205.992106638848781585693359375,0.863809779878677105696053389
1986-09-10,39180634.7379008932957531511783599853515625,39455006.112106640,54315205.992106638848781585693359375,0.863809779878677105696053389
1986-09-11,39198934.7379008932957531511783599853515625,39491606.112106640,54315205.992106638848781585693359375,0.863809779878677105696053389
1986-09-12,39502834.8879008922957531511783599853515625,40204406.412106639,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-13,39502834.8879008922957531511783599853515625,40204406.412106639,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-14,39502834.8879008922957531511783599853515625,40204406.412106639,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-15,39638134.7379008932957531511783599853515625,40475006.112106640,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-16,39600334.8879008922957531511783599853515625,40399406.412106639,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-17,39606334.7979008932957531511783599853515625,40411406.232106640,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-18,39608134.7379008932957531511783599853515625,40415006.112106640,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-19,39589234.5879008842957531511783599853515625,40377205.812106641,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-20,39589234.5879008842957531511783599853515625,40377205.812106641,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-21,39589234.5879008842957531511783599853515625,40377205.812106641,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-22,39592234.7679008922957531511783599853515625,40383206.172106639,54315205.992106638848781585693359375,0.8628431997278508892440221
1986-09-23,39509434.4679009042957531511783599853515625,40217605.572106641,54315205.992106638848781585693359375,0.862843199727851026417037686
1986-09-24,41977223.9435260912170391380786895751953125,42427891.440650841,51854291.600650839507579803466796875,0.90433964524668696536982
1986-09-25,42053823.9835260892170391380786895751953125,42581091.520650839,51854291.600650839507579803466796875,0.90433964524668696536982
1986-09-26,42053823.9835260892170391380786895751953125,42581091.520650839,51854291.600650839507579803466796875,0.90433964524668696536982
1986-09-27,42053823.9835260892170391380786895751953125,42581091.520650839,51854291.600650839507579803466796875,0.90433964524668696536982
1986-09-28,42053823.9835260892170391380786895751953125,42581091.520650839,51854291.600650839507579803466796875,0.90433964524668696536982
1986-09-29,42045824.1035260902170391380786895751953125,42565091.760650840,51854291.600650839507579803466796875,0.90433964524668696536982
1986-09-30,42092223.9435260912170391380786895751953125,42657891.440650841,51854291.600650839507579803466796875,0.90433964524668696536982
1986-10-01,44590513.3191769755483136475086212158203125,44811395.132521970,49437795.272521965205669403076171875,0.9507785501641795582804692
1986-10-02,44567713.3291769565483136475086212158203125,44765795.152521970,49437795.272521965205669403076171875,0.9507785501641795582804692
1986-10-03,44564513.4091769665483136475086212158203125,44759395.312521970,49437795.272521965205669403076171875,0.950778550164179708986635520
1986-10-04,44564513.4091769665483136475086212158203125,44759395.312521970,49437795.272521965205669403076171875,0.950778550164179708986635520
1986-10-05,44564513.4091769665483136475086212158203125,44759395.312521970,49437795.272521965205669403076171875,0.950778550164179708986635520
1986-10-06,44545986.3065955255483136475086212158203125,44742968.119940510,49417168.259940512478351593017578125,0.95075800484560322359672113
1986-10-07,44535686.3265955165483136475086212158203125,44722368.159940510,49417168.259940512478351593017578125,0.95075800484560322359672113
1986-10-08,44538986.3365955075483136475086212158203125,44728968.179940511,49417168.259940512478351593017578125,0.95075800484560322359672113
1986-10-09,44516386.3965955165483136475086212158203125,44683768.299940510,49417168.259940512478351593017578125,0.950758004845603374365793079
1986-10-10,44410796.3934173044164884984493255615234375,44681521.835150309,54115121.675150312483310699462890625,0.911451738965591231313988961
1986-10-11,44410796.3934173044164884984493255615234375,44681521.835150309,54115121.675150312483310699462890625,0.911451738965591231313988961
1986-10-12,44410796.3934173044164884984493255615234375,44681521.835150309,54115121.675150312483310699462890625,0.911451738965591231313988961
1986-10-13,46771885.7293660054164884984493255615234375,47049011.011099020,56469811.171099014580249786376953125,0.915144042088590822302662175
1986-10-14,46763685.9493660054164884984493255615234375,47033811.411099010,56469811.171099014580249786376953125,0.915133417296554839025196319
1986-10-15,46661427.155281812447964847087860107421875,47036602.577417830,61158202.637417830526828765869140625,0.88316530535793903632141161
1986-10-16,46492727.055281821447964847087860107421875,46828402.517417829,61158202.637417830526828765869140625,0.882109027259267826138757489
1986-10-17,46459227.155281822447964847087860107421875,46788202.63741783,61158202.637417830526828765869140625,0.88188992402499778357243336
1986-10-18,46459227.155281822447964847087860107421875,46788202.63741783,61158202.637417830526828765869140625,0.88188992402499778357243336
1986-10-19,46459227.155281822447964847087860107421875,46788202.63741783,61158202.637417830526828765869140625,0.88188992402499778357243336
1986-10-20,46492227.355281821447964847087860107421875,46827802.877417829,61158202.637417830526828765869140625,0.8821057590141039240922747
1986-10-21,46632727.205281822447964847087860107421875,46996402.697417830,61158202.637417830526828765869140625,0.883024686281034767505490098
1986-10-22,46639727.205281822447964847087860107421875,47004802.697417830,61158202.637417830526828765869140625,0.883070469183070003301164367
1986-10-23,46620227.205281822447964847087860107421875,46981402.697417830,61158202.637417830526828765869140625,0.882942931098828989298928903
1986-10-24,46469227.005281822447964847087860107421875,46800202.457417840,61158202.637417830526828765869140625,0.881955327189700302509149932
1986-10-25,46469227.005281822447964847087860107421875,46800202.457417840,61158202.637417830526828765869140625,0.881955327189700302509149932
1986-10-26,46469227.005281822447964847087860107421875,46800202.457417840,61158202.637417830526828765869140625,0.881955327189700302509149932
1986-10-27,46523227.105281822447964847087860107421875,46865002.577417830,61158202.637417830526828765869140625,0.882308510230870585564039315
1986-10-28,46493727.255281832447964847087860107421875,46829602.757417830,61158202.637417830526828765869140625,0.88211556898192729627452
1986-10-29,46472727.355281822447964847087860107421875,46804402.877417830,61158202.637417830526828765869140625,0.8819782209298629100900392
1986-10-30,46385727.105281822447964847087860107421875,46700002.577417830,61158202.637417830526828765869140625,0.881409203226607025291866175
1986-10-31,46245627.295281822447964847087860107421875,46536202.817417820,61158202.637417830526828765869140625,0.88045757405030432272138
1986-11-01,46245627.295281822447964847087860107421875,46536202.817417820,61158202.637417830526828765869140625,0.88045757405030432272138
1986-11-02,46245627.295281822447964847087860107421875,46536202.817417820,61158202.637417830526828765869140625,0.88045757405030432272138
1986-11-03,46229427.055281822447964847087860107421875,46520002.577417830,61158202.637417830526828765869140625,0.880325128693006632944968609
1986-11-04,46119626.935281822447964847087860107421875,46410202.457417840,61158202.637417830526828765869140625,0.87942745581132508460839431
1986-11-05,45979012.5509927920312169492244720458984375,46372884.348949818,66060084.028949804604053497314453125,0.850990201046577551846773139
1986-11-06,45943012.7909928030312169492244720458984375,46336884.588949809,66060084.028949804604053497314453125,0.850717723645669205073960967
1986-11-07,45995811.8509927940312169492244720458984375,46392083.548949800,66060084.028949804604053497314453125,0.851099188192231920431305839
1986-11-08,45995811.8509927940312169492244720458984375,46392083.548949800,66060084.028949804604053497314453125,0.851099188192231920431305839
1986-11-09,45995811.8509927940312169492244720458984375,46392083.548949800,66060084.028949804604053497314453125,0.851099188192231920431305839
1986-11-10,46002812.2709927940312169492244720458984375,46400084.02894980,66060084.028949804604053497314453125,0.85114460411993017948504848
1986-11-11,48435202.0823864909171552956104278564453125,48728391.956998490,63497391.596998490393161773681640625,0.8837038871318130775306520
1986-11-12,48380601.8423864909171552956104278564453125,48673791.716998490,63497391.596998490393161773681640625,0.883273946321436737768315965
1986-11-13,48406401.4223864909171552956104278564453125,48699591.296998490,63497391.596998490393161773681640625,0.88347710096567583871032515
1986-11-14,48592802.0123864899171552956104278564453125,48916791.896998489,63497391.596998490393161773681640625,0.884702352712925196758294043
1986-11-15,48592802.0123864899171552956104278564453125,48916791.896998489,63497391.596998490393161773681640625,0.884702352712925196758294043
1986-11-16,48592802.0123864899171552956104278564453125,48916791.896998489,63497391.596998490393161773681640625,0.884702352712925196758294043
1986-11-17,48518301.7623865009171552956104278564453125,48827391.59699849,63497391.596998490393161773681640625,0.88423304052150267326730894
1986-11-18,48583301.9123864909171552956104278564453125,48905391.776998480,63497391.596998490393161773681640625,0.884642507105028034197084903
1986-11-19,48904801.5623864909171552956104278564453125,49291191.356998490,63497391.596998490393161773681640625,0.8866677849434658220167
1986-11-20,44106766.5223864129171552956104278564453125,44484256.316998412,58743856.556998409330844879150390625,0.87719396609583760444527
1986-11-21,43931966.7223864119171552956104278564453125,44222056.616998421,58743856.556998409330844879150390625,0.87645005936990445975696542
1986-11-22,43931966.7223864119171552956104278564453125,44222056.616998421,58743856.556998409330844879150390625,0.87645005936990445975696542
1986-11-23,43931966.7223864119171552956104278564453125,44222056.616998421,58743856.556998409330844879150390625,0.87645005936990445975696542
1986-11-24,43778766.6423864099171552956104278564453125,43992256.496998409,58743856.556998409330844879150390625,0.8757980759584504669413611
1986-11-25,43702066.5423864009171552956104278564453125,43897456.436998410,58743856.556998409330844879150390625,0.87529929920599843364486056
1986-11-26,43667066.6923864119171552956104278564453125,43855456.616998411,58743856.556998409330844879150390625,0.875060977433807562871678951
1986-11-27,43667066.6923864119171552956104278564453125,43855456.616998411,58743856.556998409330844879150390625,0.875060977433807562871678951
1986-11-28,43633066.2923864019171552956104278564453125,43814656.136998411,58743856.556998409330844879150390625,0.87482946113921754367918504
1986-11-29,43633066.2923864019171552956104278564453125,43814656.136998411,58743856.556998409330844879150390625,0.87482946113921754367918504
1986-11-30,43633066.2923864019171552956104278564453125,43814656.136998411,58743856.556998409330844879150390625,0.87482946113921754367918504
1986-12-01,43613066.5923864099171552956104278564453125,43790656.496998399,58743856.556998409330844879150390625,0.874693278728513191958251858
1986-12-02,43621066.7423864009171552956104278564453125,43800256.676998410,58743856.556998409330844879150390625,0.874747753531285076828956288
1986-12-03,43374066.6423864109171552956104278564453125,43503856.55699841,58743856.556998409330844879150390625,0.87306587484999463931045
1986-12-04,43251912.580917430409781932830810546875,43492167.55060494,63800168.030604936182498931884765625,0.843384421570695722542719781
1986-12-05,43299912.760917430409781932830810546875,43556167.79060495,63800168.030604936182498931884765625,0.843635205549702284978616533
1986-12-06,43299912.760917430409781932830810546875,43556167.79060495,63800168.030604936182498931884765625,0.843635205549702284978616533
1986-12-07,43299912.760917430409781932830810546875,43556167.79060495,63800168.030604936182498931884765625,0.843635205549702284978616533
1986-12-08,43413312.700917440409781932830810546875,43707367.71060494,63800168.030604936182498931884765625,0.84422768016484536851968703
1986-12-09,43413312.700917440409781932830810546875,43707367.71060494,63800168.030604936182498931884765625,0.84422768016484536851968703
1986-12-10,43526113.000917430409781932830810546875,43857768.11060494,63800168.030604936182498931884765625,0.844817021872879189445551355
1986-12-11,43424712.880917440409781932830810546875,43722567.95060493,63800168.030604936182498931884765625,0.84428724207694220650398763
1986-12-12,43592713.060917440409781932830810546875,43946568.19060494,63800168.030604936182498931884765625,0.845164983652373978230738863
1986-12-13,43592713.060917440409781932830810546875,43946568.19060494,63800168.030604936182498931884765625,0.845164983652373978230738863
1986-12-14,43592713.060917440409781932830810546875,43946568.19060494,63800168.030604936182498931884765625,0.845164983652373978230738863
1986-12-15,43644313.060917440409781932830810546875,44015368.19060494,63800168.030604936182498931884765625,0.845434575418836868441185897
1986-12-16,43590312.520917430409781932830810546875,43943367.47060494,63800168.030604936182498931884765625,0.84515244167913629246655351
1986-12-17,43482313.240917430409781932830810546875,43799368.43060493,63800168.030604936182498931884765625,0.8445881836040989934732177
1986-12-18,43629313.060917440409781932830810546875,43995368.19060494,63800168.030604936182498931884765625,0.845356205719283702682335015
1986-12-19,38739378.430916980409781932830810546875,39120833.66060448,58864033.100604481995105743408203125,0.83264993169659588291274341
1986-12-20,38739378.430916980409781932830810546875,39120833.66060448,58864033.100604481995105743408203125,0.83264993169659588291274341
1986-12-21,38739378.430916980409781932830810546875,39120833.66060448,58864033.100604481995105743408203125,0.83264993169659588291274341
1986-12-22,38592378.280916980409781932830810546875,38885633.42060448,58864033.100604481995105743408203125,0.832150475093788083985548179
1986-12-23,38641378.080916980409781932830810546875,38964033.10060448,58864033.100604481995105743408203125,0.832316959778642149931203193
1986-12-24,38766378.250916980409781932830810546875,39156833.42060448,58864033.100604481995105743408203125,0.83280282539969325349239405
1986-12-25,38766378.250916980409781932830810546875,39156833.42060448,58864033.100604481995105743408203125,0.83280282539969325349239405
1986-12-26,38741778.010916990409781932830810546875,39124033.10060448,58864033.100604481995105743408203125,0.8326635199602242408903561
1986-12-27,38741778.010916990409781932830810546875,39124033.10060448,58864033.100604481995105743408203125,0.8326635199602242408903561
1986-12-28,38741778.010916990409781932830810546875,39124033.10060448,58864033.100604481995105743408203125,0.8326635199602242408903561
1986-12-29,38733878.380916980409781932830810546875,39112033.58060448,58864033.100604481995105743408203125,0.832631244393975658310779094
1986-12-30,38852877.850916980409781932830810546875,39291232.78060448,58864033.100604481995105743408203125,0.833130698278655246422299567
1986-12-31,38917378.300916980409781932830810546875,39394433.50060448,58864033.100604481995105743408203125,0.833349848909702707780964
1987-01-01,38917378.300916980409781932830810546875,39394433.50060448,58864033.100604481995105743408203125,0.833349848909702707780964
1987-01-02,38977378.150916980409781932830810546875,39490433.26060448,58864033.100604481995105743408203125,0.8335537080299143600596695
1987-01-03,38977378.150916980409781932830810546875,39490433.26060448,58864033.100604481995105743408203125,0.8335537080299143600596695
1987-01-04,38977378.150916980409781932830810546875,39490433.26060448,58864033.100604481995105743408203125,0.8335537080299143600596695
1987-01-05,38636016.115428260409781932830810546875,39024271.26511576,58740271.0251157581806182861328125,0.832413098063661861507954751
1987-01-06,38345116.155428260409781932830810546875,38564271.26511576,58740271.0251157581806182861328125,0.8313763313117011544993384
1987-01-07,38316116.055428250409781932830810546875,38517871.10511575,58740271.0251157581806182861328125,0.831277591215702561883352195
1987-01-08,40590269.4945532582857255637645721435546875,40748379.24696467,61177179.326964676380157470703125,0.837329865490976394977235251
1987-01-09,40476268.9545532682857255637645721435546875,40596378.52696467,61177179.326964676380157470703125,0.83670871589862749431068521
1987-01-10,40476268.9545532682857255637645721435546875,40596378.52696467,61177179.326964676380157470703125,0.83670871589862749431068521
1987-01-11,40476268.9545532682857255637645721435546875,40596378.52696467,61177179.326964676380157470703125,0.83670871589862749431068521
1987-01-12,40388669.4945532582857255637645721435546875,40479579.24696467,61177179.326964676380157470703125,0.836231416678211654069286417
1987-01-13,42896359.553259821952741146087646484375,42860819.48526823,58478818.7652682363986968994140625,0.872646198961473831931885745
1987-01-14,42910358.593259821952741146087646484375,42881818.04526824,58478818.7652682363986968994140625,0.872706045587549732481491811
1987-01-15,42802359.313259831952741146087646484375,42719819.12526824,58478818.7652682363986968994140625,0.872244343033187545320214093
1987-01-16,42689959.433259831952741146087646484375,42551219.30526824,58478818.7652682363986968994140625,0.871763827684326087923428262
1987-01-17,42689959.433259831952741146087646484375,42551219.30526824,58478818.7652682363986968994140625,0.871763827684326087923428262
1987-01-18,42689959.433259831952741146087646484375,42551219.30526824,58478818.7652682363986968994140625,0.871763827684326087923428262
1987-01-19,42657958.673259821952741146087646484375,42503218.16526823,58478818.7652682363986968994140625,0.8716270227664274787726298
1987-01-20,42534759.233259831952741146087646484375,42318419.00526824,58478818.7652682363986968994140625,0.871100338735348870191121483
1987-01-21,42546758.713259821952741146087646484375,42336418.22526823,58478818.7652682363986968994140625,0.871151637138144010991239479
1987-01-22,42594759.233259831952741146087646484375,42408419.00526824,58478818.7652682363986968994140625,0.871356841864459761296248832
1987-01-23,42351958.913259831952741146087646484375,42044218.52526824,58478818.7652682363986968994140625,0.870318857833974363943636721
1987-01-24,42351958.913259831952741146087646484375,42044218.52526824,58478818.7652682363986968994140625,0.870318857833974363943636721
1987-01-25,42351958.913259831952741146087646484375,42044218.52526824,58478818.7652682363986968994140625,0.870318857833974363943636721
1987-01-26,42504358.833259831952741146087646484375,42272818.40526823,58478818.7652682363986968994140625,0.87097037543991179914395
1987-01-27,42523959.673259831952741146087646484375,42302219.66526823,58478818.7652682363986968994140625,0.871054170053131846412881402
1987-01-28,42358359.073259831952741146087646484375,42053818.76526824,58478818.7652682363986968994140625,0.870346218851754521335115
1987-01-29,42292359.313259831952741146087646484375,41954819.12526824,58478818.7652682363986968994140625,0.870064066435744970926631626
1987-01-30,42338759.473259831952741146087646484375,42024419.36526824,58478818.7652682363986968994140625,0.8702624295395990557215285
1987-01-31,42338759.473259831952741146087646484375,42024419.36526824,58478818.7652682363986968994140625,0.8702624295395990557215285
1987-02-01,42338759.473259831952741146087646484375,42024419.36526824,58478818.7652682363986968994140625,0.8702624295395990557215285
1987-02-02,42345159.593259831952741146087646484375,42034019.54526824,58478818.7652682363986968994140625,0.870289790386377290119377268
1987-02-03,45014348.074659858565051555633544921875,44552511.25084727,55610511.7308472692966461181640625,0.912885175496186913225114
1987-02-04,45023548.514659858565051555633544921875,44570912.13084727,55610511.7308472692966461181640625,0.912885175496186913225114
1987-02-05,44950548.014659858565051555633544921875,44424911.13084727,55610511.7308472692966461181640625,0.912885175496186913225114
1987-02-06,44765389.060314436188166141510009765625,44340515.88136787,61210116.121367871761322021484375,0.87492100170469480013272949
1987-02-07,44765389.060314436188166141510009765625,44340515.88136787,61210116.121367871761322021484375,0.87492100170469480013272949
1987-02-08,44765389.060314436188166141510009765625,44340515.88136787,61210116.121367871761322021484375,0.87492100170469480013272949
1987-02-09,44798988.910314436188166141510009765625,44407715.58136787,61210116.121367871761322021484375,0.874921001704694921854122439
1987-02-10,44702278.41789899162267267704010009765625,44497169.19881847,66749969.5188184678554534912109375,0.84362989039182480617384286
1987-02-11,44825878.29789898162267267704010009765625,44744368.95881847,66749969.5188184678554534912109375,0.843629890391824694554606919
1987-02-12,44727078.21789899162267267704010009765625,44546768.79881847,66749969.5188184678554534912109375,0.84362989039182480617384286
1987-02-13,44803878.77789898162267267704010009765625,44700369.91881847,66749969.5188184678554534912109375,0.84362989039182480617384286
1987-02-14,44803878.77789898162267267704010009765625,44700369.91881847,66749969.5188184678554534912109375,0.84362989039182480617384286
1987-02-15,44803878.77789898162267267704010009765625,44700369.91881847,66749969.5188184678554534912109375,0.84362989039182480617384286
1987-02-16,44803878.77789898162267267704010009765625,44700369.91881847,66749969.5188184678554534912109375,0.84362989039182480617384286
1987-02-17,44625278.01789899162267267704010009765625,44373968.55881847,66749969.5188184678554534912109375,0.843399177477481616865286724
1987-02-18,47146868.49841688162267267704010009765625,47243459.41933636,70082658.6193363666534423828125,0.84257732444305398172361
1987-02-19,47151766.88841689162267267704010009765625,47249057.57933637,70082658.6193363666534423828125,0.842607279214196513233511
1987-02-20,47141267.30841689162267267704010009765625,47237058.05933637,70082658.6193363666534423828125,0.84254307188975054519432935
1987-02-21,47141267.30841689162267267704010009765625,47237058.05933637,70082658.6193363666534423828125,0.84254307188975054519432935
1987-02-22,47141267.30841689162267267704010009765625,47237058.05933637,70082658.6193363666534423828125,0.84254307188975054519432935
1987-02-23,47147567.02841689162267267704010009765625,47244257.73933637,70082658.6193363666534423828125,0.842581596113191717040791195
1987-02-24,47364567.44841689162267267704010009765625,47492258.21933637,70082658.6193363666534423828125,0.843908603133646456996917435
1987-02-25,47329567.44841689162267267704010009765625,47452258.21933637,70082658.6193363666534423828125,0.843694570157507886536100797
1987-02-26,47094848.77571050259665548801422119140625,47338827.96329665,75738827.9632966518402099609375,0.817426539308199263467799109
1987-02-27,47178049.49571050259665548801422119140625,47442828.86329665,75738827.9632966518402099609375,0.8178384848167186593274434
1987-02-28,47178049.49571050259665548801422119140625,47442828.86329665,75738827.9632966518402099609375,0.8178384848167186593274434
1987-03-01,47178049.49571050259665548801422119140625,47442828.86329665,75738827.9632966518402099609375,0.8178384848167186593274434
1987-03-02,47079547.60571051259665548801422119140625,47321826.66329666,75738827.9632966518402099609375,0.817336750224015238495923116
1987-03-03,47174848.77571050259665548801422119140625,47438827.96329665,75738827.9632966518402099609375,0.817822637330927290413682022
1987-03-04,49924738.519393970368268787860870361328125,50058552.64190461,72788152.24190461635589599609375,0.848993284738555084912329668
1987-03-05,49609738.519393970368268787860870361328125,49698552.64190461,72788152.24190461635589599609375,0.847138587293408515920228333
1987-03-06,49476738.939393970368268787860870361328125,49546553.12190461,72788152.24190461635589599609375,0.846355495289498673864798204
1987-03-07,49476738.939393970368268787860870361328125,49546553.12190461,72788152.24190461635589599609375,0.846355495289498673864798204
1987-03-08,49476738.939393970368268787860870361328125,49546553.12190461,72788152.24190461635589599609375,0.846355495289498673864798204
1987-03-09,49466937.889393960368268787860870361328125,49535351.92190461,72788152.24190461635589599609375,0.84629778740888046931235974
1987-03-10,49632139.009393970368268787860870361328125,49724153.20190462,72788152.24190461635589599609375,0.847270479774592754448616
1987-03-11,49452238.519393970368268787860870361328125,49518552.64190461,72788152.24190461635589599609375,0.846211238570835231424177666
1987-03-12,49326450.379150662658741176128387451171875,49537194.74124156,78570193.441241562366485595703125,0.820783190249741416089424603
1987-03-13,49246349.119150652658741176128387451171875,49448193.34124156,78570193.441241562366485595703125,0.8203300850906378091365181
1987-03-14,49246349.119150652658741176128387451171875,49448193.34124156,78570193.441241562366485595703125,0.8203300850906378091365181
1987-03-15,49246349.119150652658741176128387451171875,49448193.34124156,78570193.441241562366485595703125,0.8203300850906378091365181
1987-03-16,49362448.939150662658741176128387451171875,49582192.94124156,78570193.441241562366485595703125,0.82095500425972086735372133
1987-03-17,49505649.659150662658741176128387451171875,49761193.84124156,78570193.441241562366485595703125,0.821638472985557247440490200
1987-03-18,49132050.109150682658741176128387451171875,49321194.44124156,78570193.441241562366485595703125,0.8196835350724302982550846
1987-03-19,51872298.408998947124021947383880615234375,52658622.16882962,87786223.48882961273193359375,0.7999253190082278901890084
1987-03-20,51710301.288998937124021947383880615234375,52496625.04882961,87786223.48882961273193359375,0.7990026393805946423257966
1987-03-21,51710301.288998937124021947383880615234375,52496625.04882961,87786223.48882961273193359375,0.7990026393805946423257966
1987-03-22,51710301.288998937124021947383880615234375,52496625.04882961,87786223.48882961273193359375,0.7990026393805946423257966
1987-03-23,51220699.248998927124021947383880615234375,52007023.00882960,87786223.48882961273193359375,0.7962140353118575868330
1987-03-24,50859498.168998937124021947383880615234375,51645821.92882961,87786223.48882961273193359375,0.7941567587504279653473801
1987-03-25,50647617.752865925027306973934173583984375,51578330.22231791,93791128.682317912578582763671875,0.77496379959889411224452983
1987-03-26,50794514.372865935027306973934173583984375,51736526.58231792,93791128.682317912578582763671875,0.7756866658331800239879508
1987-03-27,50720417.492865935027306973934173583984375,51656729.94231791,93791128.682317912578582763671875,0.77532204115619322693321536
1987-03-28,50720417.492865935027306973934173583984375,51656729.94231791,93791128.682317912578582763671875,0.77532204115619322693321536
1987-03-29,50720417.492865935027306973934173583984375,51656729.94231791,93791128.682317912578582763671875,0.77532204115619322693321536
1987-03-30,51352215.542865925027306973934173583984375,52337127.84231791,93791128.682317912578582763671875,0.778431067607806694062859
1987-03-31,52201517.332865935027306973934173583984375,53301729.94231791,93791128.682317912578582763671875,0.78234402552990475598368599
1987-04-01,51927116.692865915027306973934173583984375,52968529.24231791,93791128.682317912578582763671875,0.78119466000339398655876640
1987-04-02,51828715.732865925027306973934173583984375,52853728.12231791,93791128.682317912578582763671875,0.78075751418186453938092613
1987-04-03,51672014.372865935027306973934173583984375,52681526.58231792,93791128.682317912578582763671875,0.7800047714545739706106701
